'Biomedical Image Segmentation and Applications','https://eee.sustc.edu.cn/?p=1998&cc=7','Zhiping Lin','2017-10-09','EE','南山智园A7栋 1113会议室',,,,
'Design and Optimization of Silicon Nanophotonic Devices','https://eee.sustc.edu.cn/?p=2001&cc=7','B M A Rahman','2017-09-29','EE','第二科研楼 503会议室',,,,
'From Theory to Practice: Control System for Experimental Physics','https://eee.sustc.edu.cn/?p=2003&cc=7','YongHu','2017-09-22','EE','第二科研楼 503会议室',,,,
'多频段高温超导微波滤波器和双工器研究','https://eee.sustc.edu.cn/?p=2005&cc=7','刘海文','2017-09-20','EE','南山智园A7栋 11楼 1113会议室',,,,
'Smart Grid Optimization Supported by Data Analytics,Energy Storage and Renewables','https://eee.sustc.edu.cn/?p=1970&cc=7','Saman K. Halgamuge','2017-09-19','EE','第二科研楼 503会议室',,,
'NanoBioChem Integration at Femtoliter,Attoliter,and Single-Molecule Scales through Nanofluidics','https://eee.sustc.edu.cn/?p=1972&cc=7','YanXu','2017-09-14','EE','第二科研楼 503会议',,
'Advanced Fibre Grating Technologies at AIPT','https://eee.sustc.edu.cn/?p=1974&cc=7','Lin Zhang','2017-09-07','EE','第二科研楼 503会议室',,,,
'Towards Next Generation Modeling and Optimization Technology for High-Frequency Electronic Design: Cognition-Driven Design','https://eee.sustc.edu.cn/?p=1976&cc=7','Qijun Zhang','2017-09-04','EE','南山智园A7栋 11楼 1113室',,,,
'Illuminating Many-Core Architectures with Silicon Photonic Interconnects','https://eee.sustc.edu.cn/?p=1980&cc=7','Sébastien Le Beux','2017-08-21','EE','第二科研楼 503会议室',,,,
'Kinetic energy harvesting systems: the electromechanical joint modeling and transboundary integration','https://eee.sustc.edu.cn/?p=1978&cc=7','Junrui Liang','2017-08-21','EE','第二科研楼 503会议室',,,,
'基于扫频技术的听力损失快速检测方法研究进展','https://eee.sustc.edu.cn/?p=1982&cc=7','：陈世雄','2017-08-07','EE','南山智园A7栋 11楼 1113室',,,,
'Acoustofluidics – cell manipulation in ultrasonic fields ','https://eee.sustc.edu.cn/?p=1984&cc=7','Martyn Hill','2017-08-03','EE','第二科研楼 503会议室',,,,
'Low-cost Dimension Scaling of High-Frequency Structures Using Inverse Surrogates','https://eee.sustc.edu.cn/?p=1955&cc=7','Slawomir Koziel ','2017-07-31','EE','南山智园A7栋 11楼 1113会议室',,,,
'Surrogate-Assisted Multi-Objective Design Optimization of Antennas','https://eee.sustc.edu.cn/?p=1953&cc=7','Slawomir Koziel ','2017-07-31','EE','南山智园A7栋 11楼 1113会议室',,,,
'Advanced X-ray Sources and their Applications to Structural Systems Biology','https://eee.sustc.edu.cn/?p=1957&cc=7','Thomas Earnest','2017-07-03','EE','第二科研楼 503会议室',,,,
'Perfect electromagnetic absorption: from frequency-independent performance to record-thin material','https://eee.sustc.edu.cn/?p=1959&cc=7','侯波','2017-06-29','EE','南山智园A7栋 11楼 1113会议室',,,,
'半导体纳米晶的精准控制合成及应用探索','https://eee.sustc.edu.cn/?p=1961&cc=7','李林松','2017-06-28','EE','第二科研楼 503会议室',,,,
'Wireless Networking for Mission-Critical Control','https://eee.sustc.edu.cn/?p=1964&cc=7','Vincent LAU ','2017-06-27','EE','南山智园A7栋 11楼 1113会议室',,,,
'Organically modified microresonators for nonlinear photonics','https://eee.sustc.edu.cn/?p=1968&cc=7','沈晓钦','2017-06-23','EE','第二科研楼 503会议室',,,,
'探索光电子材料与微纳结构暨器件的奥秘','https://eee.sustc.edu.cn/?p=1966&cc=7','冯哲川','2017-06-23','EE','第二科研楼 503会议室',,,,
'High Brightness Microstructured X-ray Source for Phase Contrasting Imaging','https://eee.sustc.edu.cn/?p=1935&cc=7','Wenbing Yun','2017-06-20','EE','第二科研楼 503会议室',,,,
'THz Wave Manipulation Using Metasurfaces','https://eee.sustc.edu.cn/?p=1937&cc=7','Chi Hou Chan','2017-06-19','EE','南山智园A7栋 11楼 1113会议室',,,,
'The Maxwell-Boltzmann approximation for ion kinetic modeling','https://eee.sustc.edu.cn/?p=1939&cc=7','Toan T. Nguyen','2017-06-16','EE','南山智园A7栋 11楼 1113会议室',,,,
'Artificial photosynthesis of carbohydrates using optofluidic chips','https://eee.sustc.edu.cn/?p=1943&cc=7','张需明','2017-06-09','EE','第二科研楼 503会议室',,,,
'Biosensing Technologies for Rapid Detection of Food Contaminants ','https://eee.sustc.edu.cn/?p=1941&cc=7','孙艺','2017-06-09','EE','第二科研楼 503会议室',,,,
'New Schemes of Room-Temperature Solution-Processes for High Performance Organic and Perovskite Optoelectronic Devices','https://eee.sustc.edu.cn/?p=1945&cc=7','Wallace C. H. Choy','2017-06-08','EE','第二科研楼 503会议室',,,,
'Biomimicry and Interfacial Material Engineering','https://eee.sustc.edu.cn/?p=1947&cc=7','Boxin Zhao','2017-05-26','EE','南山智园A7栋 11楼 1113会议室',,,,
'University of Southern California and Ming Hsieh Dept. of Electrical Engineering','https://eee.sustc.edu.cn/?p=1914&cc=7','Cauligi (Raghu) Raghavendra','2017-05-19','EE','第二科研楼 503会议室',,,,
'A Wearable Robotic Exoskeleton for Gait Rehabilitation','https://eee.sustc.edu.cn/?p=1916&cc=7','Yu Haoyong','2017-05-18','EE','第二科研楼 503会议室',,,,
'Energy Efficient System Architecture for Wireless Wearable Sensors in Health IoT','https://eee.sustc.edu.cn/?p=1918&cc=7',' Yong Lian','2017-05-16','EE','南山智园A7栋 11楼 1113会议室',,,,
'One-Dimensional Nanomaterials Based Nonvolatile Information Storage','https://eee.sustc.edu.cn/?p=1920&cc=7','俞滨','2017-05-11','EE','第二科研楼 503会议室',,,,
'基于深度学习的人脸识别技术','https://eee.sustc.edu.cn/?p=1922&cc=7','张举勇','2017-05-08','EE','南山智园A7栋 11楼 1113会议室',,,,
'VASCULAR OPTICS: OPPORTUNITIES IN MICROVASCULAR IMAGING AND PHOTOPLETHYSMOGRAPHY','https://eee.sustc.edu.cn/?p=1926&cc=7','John Allen','2017-04-25','EE','南山智园A7栋 11楼 1113会议室',,,,
'单频与超高重频光纤激光器','https://eee.sustc.edu.cn/?p=1924&cc=7','杨中民','2017-04-25','EE','第二科研楼 503会议室',,,,
'Micro-/Nano-Optical Imaging','https://eee.sustc.edu.cn/?p=1930&cc=7','虞益挺','2017-04-20','EE','第二科研楼 503会议室',,,,
'Micro-/Nano-Optical Imaging','https://eee.sustc.edu.cn/?p=1928&cc=7','赵勇彪','2017-04-20','EE','第二科研楼 408会议室',,,,
'通信与计算的融合趋势','https://eee.sustc.edu.cn/?p=1892&cc=7','王江舟','2017-04-18','EE','图书馆1110',,,,
'Integrated Circuits and Antennas for mmWave/THz Applicatio','https://eee.sustc.edu.cn/?p=1896&cc=7','胡三明','2017-04-17','EE','南山智园A7栋 1113会议室',,,,
'Integrated Circuits and Antennas for mmWave/THz Applications','https://eee.sustc.edu.cn/?p=2240&cc=7','胡三明','2017-04-17','EE','南山智园A7栋 1113会议室',,,,
'3D Frequency Selective Structures: Opportunities and Challenges','https://eee.sustc.edu.cn/?p=1898&cc=7','沈忠祥','2017-04-13','EE','南山智苑A7栋 1113会议室',,,,
'3D Frequency Selective Structures: Opportunities and Challenges','https://eee.sustc.edu.cn/?p=2246&cc=7','沈忠祥','2017-04-13','EE','南山智苑A7栋 1113会议室',,,,
'Interaction between deep learning and neuroscience','https://eee.sustc.edu.cn/?p=1900&cc=7','胡晓林','2017-04-10','EE','南山智苑A7栋 1113会议室',,,,
'面向物联网时代的集成电路工艺技术','https://eee.sustc.edu.cn/?p=1902&cc=7','赵超','2017-03-31','EE','第二科研楼 503会议室',,,,
