' Nanoscale Domain Engineering in Ferroelectric Multilayers','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/445.html','Nagarajan Valanoor','2017-3-20','Physics','Room 102, Faculty Research Building 2',
' Non-Abelian Majorana Modes in Topologically Nontrivial and T','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/444.html','Xiongjun Liu','2017-3-14','Physics','Room 102, Faculty Research Building 2',
' Black Holes: Theoretical Predictions and Observations','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/440.html','Cosimo Bambi','2017-2-17','Physics','Room 102, Faculty Research Building 2',
'  Long-Range-Ordering in Growth Morphology Induced by Selecti','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/438.html','王牧','2017-1-13','Physics','第二科研楼102报告厅',
' Interplay between magnetism and topology in the topological','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/436.html','汤沛哲','2017-1-9','Physics','第二科研楼102报告厅',
' 石墨烯NEMS器件的物理、工艺与应用','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/434.html','宋学锋','2016-12-29','Physics','第二科研楼102报告厅',
' Proximity Enhanced Superconductor Superlattices For Resonato','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/430.html','苗国兴','2016-12-27','Physics','第二科研楼102报告厅',
' Quantum Control & Quantum Error Correction with Supercon','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/429.html','蒋良','2016-12-27','Physics','第二科研楼102报告厅',
' Probing Light-Matter Interactions at Nanoscale','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/433.html','Qihua Xiong','2016-12-28','Physics','第二科研楼102报告厅',
' Emergent Phenomena in Multiferroic Thin Films Revealed by Tr','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/432.html','Xiaoqing Pan','2016-12-28','Physics','第二科研楼102报告厅',
' 界面反演和双正交函数的应用','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/431.html','陈难先院士','2016-12-28','Physics','第二科研楼102报告厅',
' Quantum State Tomography Via Reduced Density Matrices','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/428.html','曾蓓','2016-12-26','Physics','第二科研楼102报告厅',
' High efficiency spin-filtering with Ultra-thin epitaxial fer','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/427.html','Xi-xiang Zhang','2016-12-26','Physics','第二科研楼102报告厅',
' Towards Fast and Energy Efficient Spintronics','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/426.html','刘鲁乔','2016-12-23','Physics','第二科研楼102报告厅',
' A topological world: From topological phases of quantum matt','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/424.html','Zhengcheng  Gu','2016-12-22','Physics','第二科研楼102报告厅',
' Synthetic Gauge Fields for Ultracold Atoms','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/423.html','Qi Zhou','2016-12-22','Physics','第二科研楼102报告厅',
' Dynamic Phenomena in Energy Materials: From Waste Heat Conve','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/422.html','Prof. Vinayak P. Dravid','2016-12-21','Physics','第二科研楼102会议室 ',
'  Theory, numerics, and experimental Platform for Bosonic Sym','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/421.html','Cenke Xu','2016-12-20','Physics','第二科研楼102报告厅',
' 电磁屏蔽和电路理论中物理问题的思考和应用','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/420.html','陈难先院士','2016-12-21','Physics','第二科研楼102报告厅',
' Materials design and discovery: How computation can help?','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/419.html','C. Z. Wang','2016-12-20','Physics','第二科研楼102报告厅',
' Molecular-beam epitaxy and scanning tunneling microscopic st','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/63.html','谢茂海','2016-9-24','Physics','第二科研楼102报告厅',
' 黑洞与信息遗失悖论','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/53.html','陈丕燊','2016-9-23','Physics','图书馆110报告厅',
' 原位纳米光谱学技术的发展和应用','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/55.html','刘开辉','2016-9-14','Physics','第二科研楼102报告厅',
' Quantum transport properties of Dirac materials','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/54.html','廖志敏','2016-9-14','Physics','第二科研楼102报告厅',
' Sheldon Lee Cooper','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/12.html','朱诗尧','2016-9-10','Physics','加州理工学院 PH.D',
' Macromolecular interactions: computational predictions and s','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/56.html','黄胜友','2016-9-9','Physics','第二科研楼102会议室',
' Novel superconductivity induced by electron-phonon interacti','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/57.html','万贤纲','2016-8-26','Physics','第二科研楼102报告厅',
' Electronic and superconducting properties of boron based nan','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/58.html','倪军','2016-8-17','Physics','第二科研楼209报告厅',
' Quantum interference in spontaneous decay and phase decay','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/59.html','朱诗尧','2016-7-4','Physics','第二科研楼102报告厅',
' Building Nanoscale Oxide Thin Films and Interfaces One Atomi','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/61.html','郗小星','2016-7-1','Physics','第二科研楼102报告厅',
' Interaction-driven Topological Phase Transition in Correlate','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/60.html','孟子杨','2016-7-1','Physics','第二科研楼102报告厅',
' 高温超导的基因','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/62.html','胡江平','2016-6-20','Physics','第二科研楼102报告厅',
' Effective Medium Approach To Thermal Transport in Nanostruct','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/64.html','Joseph Poon','2016-5-27','Physics','第二科研楼102报告厅',
' Planetary science and the search for habitable worlds in the','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/78.html','','2016-5-20','Physics','',
' Magnetotransport in high quality 2D material heterostructure','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/65.html','Lei WANG','2016-5-20','Physics','第二科研楼209报告厅',
' Superfluidity, pairing, pseudogap and other exotic quantum s','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/79.html','陈启谨','2016-5-13','Physics','第二科研楼102报告厅',
' Visualizing Electronic Structures of Topological Quantum Mat','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/80.html','Yulin CHEN','2016-5-11','Physics','第二科研楼102报告厅',
' Pulsar Timing and its Application in Fundamental Gravitation','https://phy.sustc.edu.cn/index.php?s=/Show/index/cid/33/id/81.html','李柯伽','2016-4-28','Physics','图书馆110报告厅',
