'Green Shades in Organic Synthesis','http://mse.sustc.edu.cn/cn/lecture/view/id/354','Prof. Luigi Vaccaro(University of Perugia)','2018-11-22','MSE','Room 408, Faculty Research Building #2',
'DNA形状介导的纳米粒子组装','http://mse.sustc.edu.cn/cn/lecture/view/id/353','田野教授 (南京大学) ','2018-11-20','MSE','第二科研楼408会议室',
'钛酸钡纳米晶陶瓷的制备及应用','http://mse.sustc.edu.cn/cn/lecture/view/id/352','王晓慧教授（清华大学材料学院）','2018-11-19','MSE','第二科研楼408会议室',
'Electron Transport and Thermoelectric Energy Conversion','http://mse.sustc.edu.cn/cn/lecture/view/id/351','Prof. Gang Chen(Massachusetts Institute of Technology)','2018-11-16','MSE','Room 408, Faculty Research Building #2',
'三元有机光伏体系中的微纳形态结构和光物理','http://mse.sustc.edu.cn/cn/lecture/view/id/350','郝晓涛教授 (山东大学物理学院) ','2018-11-9','MSE','第二科研楼408会议室',
'有机晶体中的磁光耦合效应','http://mse.sustc.edu.cn/cn/lecture/view/id/349','秦伟教授 (山东大学物理学院) ','2018-11-9','MSE','第二科研楼408会议室',
'跨尺度（从微米到行星）自组装复合物质的机理、设计及其应用 ...','http://mse.sustc.edu.cn/cn/lecture/view/id/348','刘兴军教授 (哈工大（深圳）) ','2018-11-8','MSE','第二科研楼408会议室',
'Lithium niobate nanophotonics – giving new life to an old m ...','http://mse.sustc.edu.cn/cn/lecture/view/id/347','Prof. Cheng Wang(City University of Hong Kong)','2018-11-7','MSE','Room 408, Faculty Research Building #2',
'Synthetic biology approaches to Waddington landscape and pat ...','http://mse.sustc.edu.cn/cn/lecture/view/id/346','Prof. Xiao Wang(Arizona State University)','2018-11-2','MSE','Room 408, Faculty Research Building #2',
'走近Nature子刊《Light: Science & Applications》超越论文，服务 ...','http://mse.sustc.edu.cn/cn/lecture/view/id/345','白雨虹研究员 (中国科技期刊编辑学会) ','2018-10-30','MSE','第二科研楼408会议室',
'Tailoring Photons from Solar and Thermal Sources For Energy  ...','http://mse.sustc.edu.cn/cn/lecture/view/id/344','Prof. Gang Chen(Massachusetts Institute of Technology)','2018-10-29','MSE','Room 121-1, International Meeting Hall',
'新型过渡金属三元层状化合物：从MAX相和MXene到MAB相及和MBene ...','http://mse.sustc.edu.cn/cn/lecture/view/id/343','周延春 研究员 (中国运载火箭研究院 航天材料及工艺研究所) ','2018-10-26','MSE','第二科研楼408会议室',
'Mechanical behavior of additive manufactured beta-type titan ...','http://mse.sustc.edu.cn/cn/lecture/view/id/342','Prof. Laichang Zhang(Edith Cowan University)','2018-10-26','MSE','Room 408, Faculty Research Building #2',
'复合型纳米发电机','http://mse.sustc.edu.cn/cn/lecture/view/id/341','杨亚研究员（中国科学院北京纳米能源与系统研究所）','2018-10-25','MSE','第二科研楼408会议室',
'Novel layered thin-film materials for thermoelectrics and co ...','http://mse.sustc.edu.cn/cn/lecture/view/id/340','Prof. Per Eklund(Linköping University)','2018-10-25','MSE','Room 408, Faculty Research Building #2',
'The Role of Collective Atomic Motions on Interface Diffusion ...','http://mse.sustc.edu.cn/cn/lecture/view/id/339','Dr.Hao Zhang (University of Alberta)','2018-10-17','MSE','Room 408, Faculty Research Building #2 ',
'金属板管材零部件轻量化成形技术的研究进展','http://mse.sustc.edu.cn/cn/lecture/view/id/338','张士宏 研究员 (中国科学院金属研究所) ','2018-10-17','MSE','第二科研楼408会议室',
'沸石分子筛绿色路线设计、工业可持续生产与高效催化材料制备 ...','http://mse.sustc.edu.cn/cn/lecture/view/id/337','浙江大学，肖丰收教授','2018-10-16','MSE','第二科研楼408会议室',
'Microwave Characterization of Single Crystal and Polycrystal ...','http://mse.sustc.edu.cn/cn/lecture/view/id/336','Prof. Jerzy Krupka (Warsaw University of Technology)','2018-10-8','MSE','Room 408, Faculty Research Building #2',
'Powder metallurgy (PM) light alloy (Al, Ti, Mg) structural m ...','http://mse.sustc.edu.cn/cn/lecture/view/id/335','Dr.Balog Martin (Institute of materials and machine mechanics of the Slovak academy of sciences (IMSAS))','2018-9-21','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Publishing with Nature journals','http://mse.sustc.edu.cn/cn/lecture/view/id/334','Dr.Yaoqing Zhang (Senior Editor of Nature Communications) ','2018-9-21','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'微纳光场量子调控','http://mse.sustc.edu.cn/cn/lecture/view/id/333','任希锋 副教授 (中国科学技术大学物理学院)','2018-9-20','MSE','第二科研楼408会议室',
'Photophysics, Electrochemistry and Photoelctrochemitry of Hy ...','http://mse.sustc.edu.cn/cn/lecture/view/id/332','Dr.Sam Hsien-Yi HSU (City University of Hong Kong) ','2018-9-12','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Light for Advanced Manufacturing','http://mse.sustc.edu.cn/cn/lecture/view/id/331','Prof. Minghui Hong (National University of Singapore) ','2018-9-7','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Complex Optical Fields: Recent Advances and Future Perspecti ...','http://mse.sustc.edu.cn/cn/lecture/view/id/330','Prof. Qiwen Zhan（University of Shanghai for Science and Technology，University of Dayton）','2018-9-5','MSE','No. 401 Conference Room, Administration Building, SUSTech',
'Nickel oxide electrode interlayer in perovskite-based hybrid ...','http://mse.sustc.edu.cn/cn/lecture/view/id/329','Prof.Tzung-Fang Guo（National Cheng Kung University , Taiwan）','2018-9-5','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Microstructures of dragonfly wings for engineering applicati ...','http://mse.sustc.edu.cn/cn/lecture/view/id/328','英国伯明翰大学，Kyle Jiang教授','2018-8-24','MSE','第二科研楼408会议室',
'数据挖掘与机器学习','http://mse.sustc.edu.cn/cn/lecture/view/id/327','岳晓冬副教授','2018-8-17','MSE','第二科研楼408会议室',
'First-principles Study of Defect Control in Thin-film Photov ...','http://mse.sustc.edu.cn/cn/lecture/view/id/326','魏苏淮教授','2018-8-13','MSE','第二科研楼408会议室',
'Single crystal perovskite solar cells','http://mse.sustc.edu.cn/cn/lecture/view/id/325','董庆锋教授','2018-8-13','MSE','第二科研楼408会议室',
'Organic Electronics and Optoelectronics: Enabling new Energy ...','http://mse.sustc.edu.cn/cn/lecture/view/id/324','Prof. Samson A. Jenekhe','2018-8-7','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'聚合物太阳电池光伏材料最新研究进展','http://mse.sustc.edu.cn/cn/lecture/view/id/323','中国科学院李永舫院士','2018-8-3','MSE','第二科研楼408会议室',
'新型硅基光伏及氮化物光电子器件','http://mse.sustc.edu.cn/cn/lecture/view/id/322','袁国栋研究员（中国科学院半导体研究所）','2018-7-24','MSE','第二科研楼408会议室',
'应用于舒适建筑的智能调温和智能控湿材料','http://mse.sustc.edu.cn/cn/lecture/view/id/321','高彦峰教授（上海大学电子材料系）','2018-7-17','MSE','第二科研楼408会议室',
'反式平面型钙钛矿太阳能电池的最新研究进展','http://mse.sustc.edu.cn/cn/lecture/view/id/320','朱瑞研究员（北京大学物理学院）','2018-7-17','MSE','第二科研楼408会议室',
'Sino-Danish Joint Research on plastic solar cells','http://mse.sustc.edu.cn/cn/lecture/view/id/319','于冬宏副教授（丹麦奥尔堡大学）','2018-7-10','MSE','慧园1栋201会议室',
'Pressure and Temperature Sensitive Paints','http://mse.sustc.edu.cn/cn/lecture/view/id/318','Prof. Tianshu Liu（Western Michigan University）','2018-7-10','MSE','Meeting Room 201, Wisdom Valley 1, SUSTech',
'Nonlinear Block Copolymers-Enabled Crafting of a Rich Variet ...','http://mse.sustc.edu.cn/cn/lecture/view/id/317','Prof. Zhiqun Lin（Georgia Institute of Technology）','2018-7-10','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Blue Organic Light-Emitting Diodes (OLEDs)','http://mse.sustc.edu.cn/cn/lecture/view/id/316','Journal of the  Chinese Chemical Society, Dr. Chin-Ti Chen','2018-7-4','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'The Curious Case of Fluorination of Conjugated  Polymers for ...','http://mse.sustc.edu.cn/cn/lecture/view/id/315','University of North Carolina at Chapel Hill, Prof. Wei You','2018-7-2','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Enabling Materials Innovation for Technology Scaling','http://mse.sustc.edu.cn/cn/lecture/view/id/314','Dr. Zhiyong Ma（Vice President, Technology and Manufacturing Group, Intel）','2018-6-29','MSE','Conference Hall 111, Library, SUSTech',
'Functional Polymer Composites for Electrical Energy Storage  ...','http://mse.sustc.edu.cn/cn/lecture/view/id/312','Prof. Qing Wang（Pennsylvania State University）','2018-6-29','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Piezocatalytic Effect of BaTiO3 Nanomaterials under Ultrason ...','http://mse.sustc.edu.cn/cn/lecture/view/id/311','包定华教授（中山大学）','2018-6-29','MSE','第二科研楼408会议室',
'Particle hopping repetition and kinetic arrest in colloidal  ...','http://mse.sustc.edu.cn/cn/lecture/view/id/313','Prof. Yip Cho Tung','2018-6-27','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'基于框架核酸的界面调控与生物分析应用','http://mse.sustc.edu.cn/cn/lecture/view/id/310','樊春海教授 (上海交通大学)','2018-6-25','MSE','行政楼401会议室',
'Developing Transparent Broadband Ultrasonic Detector Towards ...','http://mse.sustc.edu.cn/cn/lecture/view/id/309','Prof.Cheng Sun（Northwestern University）','2018-6-21','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Progress in understanding perovskite materials and manufactu ...','http://mse.sustc.edu.cn/cn/lecture/view/id/308','Prof.Jinsong Huang（University of North Carolina, Chapel Hill）','2018-6-20','MSE','行政楼401会议室',
'Printed polymer solar cells','http://mse.sustc.edu.cn/cn/lecture/view/id/307','Prof.Lintao Hou (Jinan University)','2018-6-20','MSE','第二科研楼408会议室',
'海洋防污材料进展','http://mse.sustc.edu.cn/cn/lecture/view/id/306','张广照（华南理工大学）','2018-6-19','MSE','慧园1栋201会议室',
'智能癌症纳米诊疗探针','http://mse.sustc.edu.cn/cn/lecture/view/id/305','黄鹏教授（深圳大学）','2018-6-15','MSE','第二科研楼408会议室',
'Tuning the Intermolecular and Surface Interactions in Functi ...','http://mse.sustc.edu.cn/cn/lecture/view/id/304','曾宏波教授（加拿大阿尔伯塔大学）','2018-6-15','MSE','慧园1栋201会议室',
'固体材料中缺陷的电子显微分析','http://mse.sustc.edu.cn/cn/lecture/view/id/303','周午纵教授（英国圣安德鲁斯大学 化学学院）','2018-6-15','MSE','慧园1栋201会议室',
'Plasticity of Nanoscale Al-Al2Cu Eutectic','http://mse.sustc.edu.cn/cn/lecture/view/id/302','Prof. Jian Wang(University of Nebraska-Lincoln)','2018-6-13','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Functional Flexible & Wearable Energy Storage Devices','http://mse.sustc.edu.cn/cn/lecture/view/id/301','Dr. Chunyi Zhi (City University of Hong Kong)','2018-6-6','MSE','第二科研楼408会议室',
'高能强场太赫兹辐射的产生及应用','http://mse.sustc.edu.cn/cn/lecture/view/id/300','吴晓君 副教授','2018-6-1','MSE','第二科研楼408会议室',
'Advanced Cathode Technologies for Future Hydrogen Fuel Cells','http://mse.sustc.edu.cn/cn/lecture/view/id/299','Dr. Gang Wu','2018-5-28','MSE','Meeting Room 201, Wisdom Valley 1, SUSTech',
'Recent Progresses on the  Development of High Energy Li Ion  ...','http://mse.sustc.edu.cn/cn/lecture/view/id/298','Dr. Ji-Guang Zhang','2018-5-25','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'How to tune donor-to-acceptor ratios for practical bulk hete ...','http://mse.sustc.edu.cn/cn/lecture/view/id/297','Prof. Shu Kong SO','2018-5-25','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Hybrid Halide Perovskite Solar Cells – Progress and Challen ...','http://mse.sustc.edu.cn/cn/lecture/view/id/296','Prof. Shihe Yang','2018-5-24','MSE','No. 121-1 Conference Room, International Meeting Hall, SUSTech',
'Active polarisation control in nonlinear metamaterials','http://mse.sustc.edu.cn/cn/lecture/view/id/295','King's College London, Prof. Anatoly V. Zayats','2018-5-21','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'材料的复合化与仿生构型研究','http://mse.sustc.edu.cn/cn/lecture/view/id/294','上海交通大学 张荻 讲席教授','2018-5-15','MSE','第二科研楼408会议室',
'有机太阳能电池中的电压损耗','http://mse.sustc.edu.cn/cn/lecture/view/id/293','Linköping University, 高峰 副教授','2018-5-9','MSE','第二科研楼408会议室',
'The application of metal oxide nanoparticles in gas sensing  ...','http://mse.sustc.edu.cn/cn/lecture/view/id/292','Prof. Igor Djerdj','2018-5-5','MSE','No. 401 Conference Room, Administrative Building, SUSTech',
'Perovskite materials for optoelectronic devices','http://mse.sustc.edu.cn/cn/lecture/view/id/291','Prof. Aleksandra B. Djurišić','2018-5-5','MSE','No. 401 Conference Room, Administrative Building, SUSTech',
'Advances and Promises of Layered Halide Hybrid Perovskites S ...','http://mse.sustc.edu.cn/cn/lecture/view/id/289','LosAlamos National Laboratory (LANL), Dr.Sergei Tretiak','2018-4-27','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Piezoelectric Nanostructure for Energy Harvesting: nanogener ...','http://mse.sustc.edu.cn/cn/lecture/view/id/290','Université Paris-Est Marne-la-Vallée(UPEM), France, Prof. Yamin  LEPRINCE-WANG','2018-4-25','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'高效热电器件的优化设计与集成制造','http://mse.sustc.edu.cn/cn/lecture/view/id/288','中科院上海硅酸盐研究所，柏胜强博士','2018-4-25','MSE','慧园一栋201会议室',
'Publishing in Wiley Materials Science Journals','http://mse.sustc.edu.cn/cn/lecture/view/id/287','Dr. Guangchen Xu','2018-4-20','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Novel Solution-Processed High-Performance Organic and Perovs ...','http://mse.sustc.edu.cn/cn/lecture/view/id/286','The University of Hong Kong, Prof. Wallace Choy','2018-4-18','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'低维材料微电子散热与互连研究新进展','http://mse.sustc.edu.cn/cn/lecture/view/id/285','瑞典皇家工程科学院院士 刘建影教授','2018-4-13','MSE','第二科研楼408会议室',
'Light-matter interaction at micro/nanometer scale(From excit ...','http://mse.sustc.edu.cn/cn/lecture/view/id/284','National Center for Nanoscience and Technology（NCNST), Prof. Xinfeng LIU','2018-4-12','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Chalcogenide Metasurface','http://mse.sustc.edu.cn/cn/lecture/view/id/282','Dalian University of Technology, Prof. Tun Cao','2018-4-11','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'“刚柔并济”的聚合物电解质：从固态电池到全海深电源 ...','http://mse.sustc.edu.cn/cn/lecture/view/id/281','中科院青岛生物能源与过程研究所 崔光磊博士','2018-4-11','MSE','第二科研楼408会议室',
'Ion Migration in Organic/inorganic Hybrid Perovskite Solar C ...','http://mse.sustc.edu.cn/cn/lecture/view/id/283','中南大学 袁永波教授','2018-4-9','MSE','第二科研楼408会议室',
'光学微腔内的光场调控','http://mse.sustc.edu.cn/cn/lecture/view/id/280','哈尔滨工业大学（深圳） 宋清海教授','2018-4-4','MSE','第二科研楼408会议室',
'二维膜的构筑及其分离性能研究','http://mse.sustc.edu.cn/cn/lecture/view/id/277','华南理工大学 王海辉教授','2018-4-2','MSE','慧园1栋201会议室',
'纳米材料与器件的研发挑战及其技术变革','http://mse.sustc.edu.cn/cn/lecture/view/id/276','中科院苏州纳米所，丁孙安博士','2018-3-30','MSE','慧园1栋201会议室',
'Interface Design and Optical Management for Polymer and Pero ...','http://mse.sustc.edu.cn/cn/lecture/view/id/275','South China University of Technology, Prof. Hin-Lap Yip','2018-3-26','MSE','No. 408 Conference Room Faculty Research Building No.2, SUSTech',
'Efficient Synthesis and Innovative Processing of High Perfor ...','http://mse.sustc.edu.cn/cn/lecture/view/id/274','Dr. Jingdong Luo','2018-3-23','MSE','No. 408 Conference Room Faculty Research Building No.2, SUSTech',
'Design and Fabrication of Electrocatalysts for Hydrogen Prod ...','http://mse.sustc.edu.cn/cn/lecture/view/id/272','Dr. Hui Pan, University of Macau ','2018-3-16','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Human Interface Devices Enabled by Flexible IonTronic Sensin ...','http://mse.sustc.edu.cn/cn/lecture/view/id/273','Prof. Tingrui Pan, UC Davis','2018-3-15','MSE','No. 401 Conference Room Administrative Building, SUSTech',
'Understanding, Predicting and Designing Materials Microstruc ...','http://mse.sustc.edu.cn/cn/lecture/view/id/271','美国宾夕法尼亚州立大学 陈龙庆 教授','2018-2-28','MSE','第二科研楼408会议室',
'Temperature Dependent Aggregation Enables Efficient Fulleren ...','http://mse.sustc.edu.cn/cn/lecture/view/id/270','香港科技大学 颜河 副教授','2018-2-5','MSE','第二科研楼408会议室',
'高性能半哈斯勒热电材料','http://mse.sustc.edu.cn/cn/lecture/view/id/269','朱铁军 教授','2018-1-23','MSE','第二科研楼408会议室',
'空气稳定的苝二酰亚胺阴离子自由基盐合成机理、性能及应用 ...','http://mse.sustc.edu.cn/cn/lecture/view/id/268','张海全 教授','2018-1-22','MSE','第二科研楼408会议室',
'Functional Metal-based Nanomaterials from Molecular Precurso ...','http://mse.sustc.edu.cn/cn/lecture/view/id/267','黄维扬 教授','2018-1-19','MSE','第二科研楼408会议室',
'Nanoscale Assembly & Chemical Modification of Graphene Based ...','http://mse.sustc.edu.cn/cn/lecture/view/id/266','Prof. Sang Ouk Kim','2018-1-16','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Enabling High Energy Long Life Rechargeable Batteries by Adv ...','http://mse.sustc.edu.cn/cn/lecture/view/id/265','Dr. Y. Shirley Meng','2018-1-15','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'膜致韧性基体损伤机理及工程实践','http://mse.sustc.edu.cn/cn/lecture/view/id/264','庞晓露 教授','2018-1-15','MSE','第二科研楼408会议室',
'Development of High Area Loading and Stable Sulfur Electrode ...','http://mse.sustc.edu.cn/cn/lecture/view/id/263','Dr. Gao Liu','2018-1-12','MSE','Meeting Room 201, Wisdom Valley 1, SUSTech',
'Visualization and Design of Electrolyte for Advanced Energy  ...','http://mse.sustc.edu.cn/cn/lecture/view/id/262','Dr. Yuan Yang, Columbia University','2018-1-11','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'基于DNA分子的纳米探针的设计及其生物医学应用 ...','http://mse.sustc.edu.cn/cn/lecture/view/id/261','袁荃 教授，武汉大学','2018-1-11','MSE','第二科研楼408会议室',
'Surface Chemistry and Materials Design for Stable Cycling Li ...','http://mse.sustc.edu.cn/cn/lecture/view/id/260','Dr. Hailiang Wang, Yale University','2018-1-10','MSE','No. 408 Conference Room, Faculty Research Building No.2, SUSTech',
'Nanoplasmonics for Biosensing, Bioimaging and Energy Harvest ...','http://mse.sustc.edu.cn/cn/lecture/view/id/259','Dr. Dangyuan Lei','2017-12-27','MSE','No. 408 Conference Room',
'Materials Exploration Accelerated by Materials Data and Info ...','http://mse.sustc.edu.cn/cn/lecture/view/id/257','Dr. Yibin Xu','2017-12-27','MSE','No. 408 Conference Room',
'广义磁反射镜 (Generalized Magnetic Mirrors)','http://mse.sustc.edu.cn/cn/lecture/view/id/256','刘伟 博士','2017-12-27','MSE','第二科研楼408会议室',
'Functional Nanomaterials for Energy and Biomedical Applicati ...','http://mse.sustc.edu.cn/cn/lecture/view/id/258','Prof. Yuehe Lin','2017-12-26','MSE','No. 408 Conference Room',
'Design of Semiconductor Nanostructures for Next-Generation E ...','http://mse.sustc.edu.cn/cn/lecture/view/id/255','何颂贤 副教授','2017-11-28','MSE','第二科研楼408会议室',
'Integrated Nanostructures and Materials for Flexible and Hig ...','http://mse.sustc.edu.cn/cn/lecture/view/id/253','Dr. Zhiyong Fan','2017-11-28','MSE','第二科研楼408会议室',
'Electronic Devices within Single Atomic Layer – Development ...','http://mse.sustc.edu.cn/cn/lecture/view/id/250','Dr. Jr-Hau He','2017-11-28','MSE','第二科研楼408会议室',
'Polymer Nanocomposite Dielectrics for Energy Storage: Fundam ...','http://mse.sustc.edu.cn/cn/lecture/view/id/249','沈洋 副教授','2017-11-28','MSE','第二科研楼408会议室',
'Molecular Dynamics Simulation: A Powerful Tool for Chemical/ ...','http://mse.sustc.edu.cn/cn/lecture/view/id/248','Prof. Phillip Choi ','2017-11-27','MSE','第二科研楼408会议室',
'High Throughput Computation, Materials Genome®, and Materia ...','http://mse.sustc.edu.cn/cn/lecture/view/id/246','刘梓葵 教授','2017-11-24','MSE','第二科研楼408会议室',
'Perovskite Materials for Photoelectrochemical Solar Cell App ...','http://mse.sustc.edu.cn/cn/lecture/view/id/245','Prof. Lianzhou Wang','2017-11-22','MSE','第二科研楼408会议室',
