'A general framework for high accuracy solutions to energy gradient flows from  material science models','http://math.sustech.edu.cn/hall/10327.html','Brian Wetton(英属哥伦比亚大学)','2017-5-25','Math','科教服务中心706',
'Certain Issues in Multiscale Models and Methods in Solids ','http://math.sustech.edu.cn/hall/10414.html','明平兵研究员（中国科学院数学与系统科学研究院）','2017-5-24','Math','科教服务中心706',
'Effective boundary conditions for MD simulations','http://math.sustech.edu.cn/hall/10417.html','杨志坚教授 武汉大学数学与统计学院','2017-5-24','Math','科教服务中心706',
'Stochastic Analysis and Geometric Applications','http://math.sustech.edu.cn/hall/10416.html','徐佩（美国西北大学）','2017-5-19','Math','科教服务中心706',
'Can Mathematics Solve Mysteries in Literature?','http://math.sustech.edu.cn/hall/10411.html','汪洋（香港科技大学 ）','2017-5-18','Math','科教服务中心706',
'The Ricci Flow and Its Geometric Applications ','http://math.sustech.edu.cn/hall/10401.html','朱熹平(中山大学)','2017-5-17','Math','科教服务中心706',
'Some Recent Research on Dependence in Actuarial Science','http://math.sustech.edu.cn/hall/10372.html','袁锦泉(香港大学)','2017-5-15','Math','科教服务中心706',
'Fisher 信息: 从经典到量子','http://math.sustech.edu.cn/hall/10407.html','骆顺龙（中国科学院数学与系统科学研究院）','2017-5-12','Math','科教服务中心706',
'Adaptive Fourier Decompositions and Applications','http://math.sustech.edu.cn/hall/10381.html','钱涛(中山大学)','2017-5-11','Math','科教服务中心706',
'Surrogate Residuals: A Little Thing to Pick up','http://math.sustech.edu.cn/hall/10395.html','张和平','2017-5-8','Math','科教服务中心706',
'A scalable nonparametric specification testing in massive data','http://math.sustech.edu.cn/hall/10391.html','王兆军(南开大学)','2017-5-6','Math','科教服务中心706',
'Semiparametric monitoring test based on clustered data','http://math.sustech.edu.cn/hall/10397.html','陈家骅教授(云南大学数学与统计学院)','2017-5-5','Math','科教服务中心706',
'Optimal Investment Strategy for a DC Pension Member with Loss Aversion, Inflation Risk and Minimum Performance Constraint','http://math.sustech.edu.cn/hall/10402.html','李仲飞教授  中山大学管理学院教授','2017-5-4','Math','科教服务中心706',
'The AVaR optimization problems for semi-Markov decision processes','http://math.sustech.edu.cn/hall/10377.html','郭先平(中山大学)','2017-4-26','Math','科教服务中心706',
'Smooth Transonic Flows of Meyer Type in De Laval Nozzles','http://math.sustech.edu.cn/hall/10393.html','王春朋(吉林大学)','2017-4-24','Math','科教服务中心706',
'从数据到结论','http://math.sustech.edu.cn/hall/10389.html','崔恒建(首都师范大学)','2017-4-20','Math','科教服务中心706',
'Mathematics in physiology and medicine: neurological diseases','http://math.sustech.edu.cn/hall/10328.html','Eleuterio F. Toro(特伦托大学)','2017-4-20','Math','科教服务中心706',
'事件史混合迴歸模型及其在流行病學研究之應用','http://math.sustech.edu.cn/hall/10388.html','陳珍信(台湾中央研究院)','2017-4-19','Math','科教服务中心706',
'因果推断与因果网络','http://math.sustech.edu.cn/hall/10387.html','耿直(北京大学)','2017-4-19','Math','科教服务中心706',
'Strong Independence Screening Adjusted for Confounding Covariates with Ultrahigh Dimensional Data ','http://math.sustech.edu.cn/hall/10375.html','王学钦(中山大学)','2017-4-18','Math','科教服务中心706',
'Joint mean-covariance modelling and its R package: jmcm','http://math.sustech.edu.cn/hall/10378.html','潘建新(曼彻斯特大学)','2017-4-18','Math','科教服务中心706',
'Empirical likelihood for single-index models with responses missing at random','http://math.sustech.edu.cn/hall/10386.html','薛留根(北京工业大学)','2017-4-17','Math','科教服务中心706',
'Poisson空间上的微分分析','http://math.sustech.edu.cn/hall/10359.html','任佳刚(中山大学)','2017-4-12','Math','科教服务中心706',
'统计学和大数据的魅力','http://math.sustech.edu.cn/hall/10333.html','方开泰(北京师范大学-香港浸会大学联合国际学院)','2017-4-10','Math','科教服务中心706',
'On Imaging Models Based on Fractional Order Derivatives Regularizer And Their Fast Algorithms','http://math.sustech.edu.cn/hall/10376.html','陈柯(利物浦大学)','2017-4-7','Math','科教服务中心706',
'Locally Complicated Spaces','http://math.sustech.edu.cn/hall/10371.html','Greg Conner(杨百翰大学)','2017-4-5','Math','科教服务中心706',
'Model-Free Option Prices','http://math.sustech.edu.cn/hall/10334.html','张国平(国立清华大学)','2017-3-31','Math','科教服务中心706',
'GROUP STRUCTURE DETECTION FOR HIGH DIMENSIONAL PANEL DATA MODEL','http://math.sustech.edu.cn/hall/10370.html','朱仲义(复旦大学)','2017-3-30','Math','科教服务中心706',
'On Cumulative Slicing Estimation in High Dimensions','http://math.sustech.edu.cn/hall/10365.html','朱利平(中国人民大学)','2017-3-23','Math','科教服务中心706',
'LPRE criterion based estimating equation approaches for the error-in-covariables multiplicative regression models','http://math.sustech.edu.cn/hall/10364.html','王启华(中科院数学与系统科学研究院)','2017-3-23','Math','科教服务中心706',
'Modeling rare events in complex systems','http://math.sustech.edu.cn/hall/10329.html','任维清(新加坡国立大学)','2017-3-17','Math','科教服务中心706',
'An introduction to the hybridizable discontinuous Galerkin methods','http://math.sustech.edu.cn/hall/10230.html','Bernardo Cockburn(明尼苏达大学)','2017-3-16','Math','科教服务中心706',
'On the Heat Equation','http://math.sustech.edu.cn/hall/10234.html','尹景学(华南师范大学)','2017-3-1','Math','科教服务中心706',
'随机分析漫谈','http://math.sustech.edu.cn/hall/10232.html','李向东(中国科学院)','2017-2-22','Math','科教服务中心706',
